"W_DATE","W_TIME","W_WEEK","CTGRY","KIND","STDM","M_KOR_STN_NM","M_STN_C_DST","BEF_TWO_H_GOFF_PRNB","BEF_ONE_H_GOFF_PRNB","GOFF_PRNB"
"20180607","18","목","2","2","고척","구일","0.300200","445","1285","1849"
"20180607","18","목","2","2","문학","연수","2.224000","331","441","785"
"20180607","18","목","2","2","수원","화서","2.453800","536","828","1176"
"20180607","18","목","2","2","잠실","선릉","2.423500","756","873","1157"
"20180608","18","금","2","2","대구","동래(동해선)","79.416000","52","123","142"
"20180608","18","금","2","2","대전","쌍용(나사렛대)","60.012600","207","200","329"
"20180608","18","금","2","2","사직","거제(동해선)","1.314800","54","167","165"
"20180608","18","금","2","2","수원","화서","2.453800","560","787","1389"
"20180608","18","금","2","2","잠실","선릉","2.423500","727","922","1126"
"20180609","17","토","2","2","대구","동래(동해선)","79.416000","72","67","136"
"20180609","17","토","2","2","대전","쌍용(나사렛대)","60.012600","185","94","222"
"20180609","17","토","2","2","사직","거제(동해선)","1.314800","186","117","126"
"20180609","17","토","2","2","수원","화서","2.453800","510","579","643"
"20180609","17","토","2","2","잠실","선릉","2.423500","561","644","525"
"20180610","17","일","2","2","대구","동래(동해선)","79.416000","89","63","88"
"20180610","17","일","2","2","대전","쌍용(나사렛대)","60.012600","147","85","173"
"20180610","17","일","2","2","사직","거제(동해선)","1.314800","147","110","102"
"20180610","17","일","2","2","수원","화서","2.453800","406","431","446"
"20180610","17","일","2","2","잠실","선릉","2.423500","266","236","259"
"20180612","18","화","2","2","고척","구일","0.300200","563","1790","3186"
"20180612","18","화","2","2","광주","신창(순천향대)","99.999999","107","71","122"
"20180612","18","화","2","2","사직","거제(동해선)","1.314800","66","193","157"
"20180612","18","화","2","2","잠실","선릉","2.423500","712","745","1158"
"20180613","18","수","2","2","고척","구일","0.300200","1010","2651","1733"
"20180613","18","수","2","2","광주","신창(순천향대)","99.999999","69","56","106"
"20180613","18","수","2","2","사직","거제(동해선)","1.314800","103","143","144"
"20180613","18","수","2","2","잠실","선릉","2.423500","294","437","336"
"20180614","18","목","2","2","고척","구일","0.300200","631","1554","2139"
"20180614","18","목","2","2","광주","신창(순천향대)","99.999999","102","76","141"
"20180614","18","목","2","2","사직","거제(동해선)","1.314800","62","159","153"
"20180614","18","목","2","2","잠실","선릉","2.423500","712","854","1059"
"20180615","18","금","2","2","고척","구일","0.300200","499","1035","1587"
"20180615","18","금","2","2","대전","쌍용(나사렛대)","60.012600","194","152","309"
"20180615","18","금","2","2","문학","연수","2.224000","342","522","713"
"20180615","18","금","2","2","잠실","선릉","2.423500","724","961","1223"
"20180616","17","토","2","2","고척","구일","0.300200","1102","2504","800"
"20180616","17","토","2","2","대전","쌍용(나사렛대)","60.012600","159","102","159"
"20180616","17","토","2","2","문학","연수","2.224000","303","353","454"
"20180616","17","토","2","2","잠실","선릉","2.423500","583","518","535"
"20180617","17","일","2","2","고척","구일","0.300200","627","1261","469"
"20180617","17","일","2","2","대전","쌍용(나사렛대)","60.012600","178","168","88"
"20180617","17","일","2","2","문학","연수","2.224000","252","268","286"
"20180617","17","일","2","2","잠실","선릉","2.423500","318","275","307"
"20180619","18","화","2","2","광주","신창(순천향대)","99.999999","127","83","175"
"20180619","18","화","2","2","대구","동래(동해선)","79.416000","65","138","125"
"20180619","18","화","2","2","수원","화서","2.453800","539","759","1175"
"20180619","18","화","2","2","잠실","선릉","2.423500","672","851","1128"
"20180619","18","화","2","2","청주","천안","34.859100","464","464","505"
"20180620","18","수","2","2","광주","신창(순천향대)","99.999999","155","57","176"
"20180620","18","수","2","2","대구","동래(동해선)","79.416000","91","93","128"
"20180620","18","수","2","2","수원","화서","2.453800","534","670","1351"
"20180620","18","수","2","2","잠실","선릉","2.423500","722","755","1054"
"20180620","18","수","2","2","청주","천안","34.859100","473","500","443"
"20180621","18","목","2","2","광주","신창(순천향대)","99.999999","139","57","158"
"20180621","18","목","2","2","대구","동래(동해선)","79.416000","129","83","122"
"20180621","18","목","2","2","수원","화서","2.453800","518","695","1377"
"20180621","18","목","2","2","잠실","선릉","2.423500","721","872","1190"
"20180621","18","목","2","2","청주","천안","34.859100","399","434","530"
"20180622","18","금","2","2","고척","구일","0.300200","623","1694","2589"
"20180622","18","금","2","2","대구","동래(동해선)","79.416000","90","81","138"
"20180622","18","금","2","2","수원","화서","2.453800","511","747","1247"
"20180622","18","금","2","2","잠실","선릉","2.423500","759","919","1102"
"20180623","17","토","2","2","고척","구일","0.300200","2027","3740","1145"
"20180623","17","토","2","2","대구","동래(동해선)","79.416000","65","58","68"
"20180623","17","토","2","2","수원","화서","2.453800","504","600","694"
"20180623","17","토","2","2","잠실","선릉","2.423500","662","513","558"
"20180624","17","일","2","2","고척","구일","0.300200","1154","2521","705"
"20180624","17","일","2","2","대구","동래(동해선)","79.416000","66","50","68"
"20180624","17","일","2","2","수원","화서","2.453800","360","447","385"
"20180624","17","일","2","2","잠실","선릉","2.423500","280","308","258"
"20180626","18","화","2","2","대전","쌍용(나사렛대)","60.012600","59","195","183"
"20180626","18","화","2","2","문학","연수","2.224000","231","439","642"
"20180626","18","화","2","2","사직","거제(동해선)","1.314800","48","174","161"
"20180626","18","화","2","2","잠실","선릉","2.423500","672","804","902"
"20180627","18","수","2","2","대전","쌍용(나사렛대)","60.012600","116","225","267"
"20180627","18","수","2","2","문학","연수","2.224000","309","521","758"
"20180627","18","수","2","2","사직","거제(동해선)","1.314800","56","149","148"
"20180627","18","수","2","2","잠실","선릉","2.423500","745","827","1126"
"20180628","18","목","2","2","대전","쌍용(나사렛대)","60.012600","157","184","202"
"20180628","18","목","2","2","문학","연수","2.224000","286","467","750"
"20180628","18","목","2","2","사직","거제(동해선)","1.314800","40","147","133"
"20180628","18","목","2","2","잠실","선릉","2.423500","682","832","1104"
"20180629","18","금","2","2","대구","동래(동해선)","79.416000","101","83","135"
"20180629","18","금","2","2","대전","쌍용(나사렛대)","60.012600","102","267","321"
"20180629","18","금","2","2","문학","연수","2.224000","344","474","725"
"20180629","18","금","2","2","수원","화서","2.453800","483","675","1292"
"20180629","18","금","2","2","잠실","선릉","2.423500","718","902","1138"
"20180630","17","토","2","2","대구","동래(동해선)","79.416000","49","44","47"
"20180630","17","토","2","2","대전","쌍용(나사렛대)","60.012600","117","124","147"
"20180630","17","토","2","2","문학","연수","2.224000","320","379","409"
"20180630","17","토","2","2","수원","화서","2.453800","381","504","525"
"20180630","17","토","2","2","잠실","선릉","2.423500","572","431","482"
"20180701","18","일","2","2","대구","동래(동해선)","79.416000","63","94","75"
"20180701","18","일","2","2","대전","쌍용(나사렛대)","60.012600","52","114","125"
"20180701","18","일","2","2","문학","연수","2.224000","242","230","267"
"20180701","18","일","2","2","수원","화서","2.453800","321","332","346"
"20180701","18","일","2","2","잠실","선릉","2.423500","219","273","225"
"20180703","18","화","2","2","고척","구일","0.300200","486","742","1601"
"20180703","18","화","2","2","광주","신창(순천향대)","99.999999","83","48","117"
"20180703","18","화","2","2","사직","거제(동해선)","1.314800","25","75","109"
"20180703","18","화","2","2","수원","화서","2.453800","352","625","1324"
"20180703","18","화","2","2","잠실","선릉","2.423500","652","732","883"
"20180704","18","수","2","2","고척","구일","0.300200","491","922","1402"
"20180704","18","수","2","2","광주","신창(순천향대)","99.999999","107","55","114"
"20180704","18","수","2","2","사직","거제(동해선)","1.314800","63","191","156"
"20180704","18","수","2","2","수원","화서","2.453800","429","673","1290"
"20180704","18","수","2","2","잠실","선릉","2.423500","607","857","1066"
"20180705","18","목","2","2","고척","구일","0.300200","471","1009","1583"
"20180705","18","목","2","2","광주","신창(순천향대)","99.999999","67","64","114"
"20180705","18","목","2","2","사직","거제(동해선)","1.314800","48","149","154"
"20180705","18","목","2","2","수원","화서","2.453800","380","648","1248"
"20180705","18","목","2","2","잠실","선릉","2.423500","635","831","1195"
"20180706","18","금","2","2","고척","구일","0.300200","435","741","1007"
"20180706","18","금","2","2","광주","신창(순천향대)","99.999999","90","43","121"
"20180706","18","금","2","2","문학","연수","2.224000","361","423","741"
"20180706","18","금","2","2","사직","거제(동해선)","1.314800","52","196","149"
"20180706","18","금","2","2","잠실","선릉","2.423500","675","854","1195"
"20180707","18","토","2","2","고척","구일","0.300200","950","1747","655"
"20180707","18","토","2","2","광주","신창(순천향대)","99.999999","76","57","99"
"20180707","18","토","2","2","문학","연수","2.224000","381","485","462"
"20180707","18","토","2","2","사직","거제(동해선)","1.314800","116","150","158"
"20180707","18","토","2","2","잠실","선릉","2.423500","621","539","467"
"20180708","18","일","2","2","고척","구일","0.300200","537","794","405"
"20180708","18","일","2","2","광주","신창(순천향대)","99.999999","79","64","130"
"20180708","18","일","2","2","문학","연수","2.224000","321","286","347"
"20180708","18","일","2","2","사직","거제(동해선)","1.314800","91","102","145"
"20180708","18","일","2","2","잠실","선릉","2.423500","258","277","239"
"20180710","18","화","2","2","대전","쌍용(나사렛대)","60.012600","77","215","284"
"20180710","18","화","2","2","수원","화서","2.453800","424","721","1325"
"20180710","18","화","2","2","잠실","선릉","2.423500","698","775","1154"
"20180710","18","화","2","2","포항","일광(동해선)","83.156500","172","129","115"
"20180711","18","수","2","2","대전","쌍용(나사렛대)","60.012600","65","196","273"
"20180711","18","수","2","2","수원","화서","2.453800","395","674","1249"
"20180711","18","수","2","2","잠실","선릉","2.423500","651","814","1107"
"20180711","18","수","2","2","포항","일광(동해선)","83.156500","96","96","130"
"20180712","18","목","2","2","대전","쌍용(나사렛대)","60.012600","84","221","262"
"20180712","18","목","2","2","수원","화서","2.453800","426","661","1248"
"20180712","18","목","2","2","잠실","선릉","2.423500","712","938","1113"
"20180712","18","목","2","2","포항","일광(동해선)","83.156500","98","79","118"
"20180714","18","토","2","2","울산","일광(동해선)","29.895300","206","154","137"
"20180717","18","화","2","2","고척","구일","0.300200","487","1291","1977"
